date,year,month,category,state,county,title,fema_number
4/12/2020,2020,4,Severe Storm,MS,Leake County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING ",4536
2/6/2020,2020,2,Severe Storm,NC,Stanly County,"SEVERE STORMS, TORNADOES, AND FLOODING",4543
5/3/2020,2020,5,Severe Storm,TN,Decatur County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4550
5/3/2020,2020,5,Severe Storm,MO,Shannon County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4552
4/12/2020,2020,4,Severe Storm,TN,Unicoi County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4541
4/12/2020,2020,4,Severe Storm,TN,Scott County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4541
4/19/2020,2020,4,Severe Storm,AL,Chilton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4554
8/10/2020,2020,8,Severe Storm,IA,Jones County,SEVERE STORMS,4557
2/6/2020,2020,2,Severe Storm,NC,Alexander County,"SEVERE STORMS, TORNADOES, AND FLOODING",4543
8/10/2020,2020,8,Severe Storm,IA,Boone County,SEVERE STORMS,4557
4/12/2020,2020,4,Severe Storm,TN,Hamilton County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4541
2/3/2020,2020,2,Severe Storm,KY,McCracken County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4540
4/19/2020,2020,4,Severe Storm,AL,Crenshaw County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4554
2/5/2020,2020,2,Severe Storm,AL,Crenshaw County,SEVERE STORMS AND FLOODING,4546
5/3/2020,2020,5,Severe Storm,MO,Ripley County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4552
8/10/2020,2020,8,Severe Storm,IA,Sac and Fox Tribe of the Mississippi in Iowa,SEVERE STORMS AND STRAIGHT-LINE WINDS,4561
4/12/2020,2020,4,Severe Storm,TN,Polk County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4541
2/5/2020,2020,2,Severe Storm,AL,Randolph County,SEVERE STORMS AND FLOODING,4546
2/3/2020,2020,2,Severe Storm,KY,Knott County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4540
2/6/2020,2020,2,Severe Storm,SC,Chester County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4479
8/10/2020,2020,8,Severe Storm,IA,Marshall County,SEVERE STORMS,4557
2/6/2020,2020,2,Severe Storm,NC,Yadkin County,"SEVERE STORMS, TORNADOES, AND FLOODING",4543
4/22/2020,2020,4,Severe Storm,MS,Amite County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4551
2/6/2020,2020,2,Severe Storm,NC,Madison County,"SEVERE STORMS, TORNADOES, AND FLOODING",4543
4/12/2020,2020,4,Severe Storm,SC,Orangeburg County,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",4542
2/3/2020,2020,2,Severe Storm,KY,Magoffin County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4540
5/3/2020,2020,5,Severe Storm,TN,Lawrence County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4550
2/10/2020,2020,2,Severe Storm,MS,Attala County,"SEVERE STORMS, FLOODING, AND MUDSLIDES",4538
4/22/2020,2020,4,Severe Storm,MS,Claiborne County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4551
2/10/2020,2020,2,Severe Storm,MS,Claiborne County,"SEVERE STORMS, FLOODING, AND MUDSLIDES",4538
8/10/2020,2020,8,Severe Storm,IA,Poweshiek County,SEVERE STORMS,4557
2/3/2020,2020,2,Severe Storm,KY,Bell County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4540
2/6/2020,2020,2,Severe Storm,NC,Rutherford County,"SEVERE STORMS, TORNADOES, AND FLOODING",4543
1/10/2020,2020,1,Severe Storm,MS,Panola County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4478
4/12/2020,2020,4,Severe Storm,MS,Panola County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING ",4536
4/12/2020,2020,4,Severe Storm,MS,Coahoma County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING ",4536
5/3/2020,2020,5,Severe Storm,MO,Butler County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4552
4/22/2020,2020,4,Severe Storm,MS,Lawrence County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4551
4/12/2020,2020,4,Severe Storm,MS,Lawrence County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING ",4536
10/9/2019,2019,10,Flood,ND,Walsh County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Kidder County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Eddy County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Grand Forks County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Nelson County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Traill County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Logan County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Emmons County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Wells County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Sargent County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Stutsman County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,LaMoure County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Mountrail County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Foster County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Barnes County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Griggs County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Dickey County,FLOODING,4475
10/9/2019,2019,10,Flood,ND,Sheridan County,FLOODING,4475
5/21/2019,2019,5,Flood,AR,Logan County,SEVERE STORMS AND FLOODING,3414
5/21/2019,2019,5,Flood,AR,Logan County,SEVERE STORMS AND FLOODING,4441
3/21/2019,2019,3,Flood,ND,Steele County,FLOODING,4444
5/10/2019,2019,5,Flood,LA,Concordia Parish,FLOODING,3413
5/10/2019,2019,5,Flood,LA,Concordia Parish,FLOODING,4462
5/21/2019,2019,5,Flood,SD,Custer County,SEVERE STORMS AND FLOODING,4463
2/5/2019,2019,2,Flood,OH,Gallia County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424
5/7/2019,2019,5,Flood,OK,Kay County,FLOODING,3411
3/12/2019,2019,3,Flood,IA,Muscatine County,SEVERE STORMS AND FLOODING,4421
3/21/2019,2019,3,Flood,ND,Walsh County,FLOODING,4444
2/19/2019,2019,2,Flood,TN,Campbell County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
9/17/2019,2019,9,Flood,TX,Orange County,TROPICAL STORM IMELDA,4466
7/18/2019,2019,7,Flood,WI,Marinette County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459
3/12/2019,2019,3,Flood,IA,Buena Vista County,SEVERE STORMS AND FLOODING,4421
2/24/2019,2019,2,Flood,IL,Cass County,SEVERE STORMS AND FLOODING,4461
3/12/2019,2019,3,Flood,IA,Webster County,SEVERE STORMS AND FLOODING,4421
9/17/2019,2019,9,Flood,TX,Liberty County,TROPICAL STORM IMELDA,4466
5/7/2019,2019,5,Flood,OK,Le Flore County,FLOODING,3411
2/19/2019,2019,2,Flood,TN,Coffee County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
2/24/2019,2019,2,Flood,IL,Madison County,SEVERE STORMS AND FLOODING,4461
7/18/2019,2019,7,Flood,WI,Monroe County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459
2/24/2019,2019,2,Flood,IL,Union County,SEVERE STORMS AND FLOODING,4461
2/19/2019,2019,2,Flood,TN,Lake County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
3/12/2019,2019,3,Flood,IA,Dickinson County,SEVERE STORMS AND FLOODING,4421
2/19/2019,2019,2,Flood,TN,Marshall County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
5/21/2019,2019,5,Flood,SD,Tripp County,SEVERE STORMS AND FLOODING,4463
3/13/2019,2019,3,Flood,SD,Tripp County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
3/12/2019,2019,3,Flood,IA,Plymouth County,SEVERE STORMS AND FLOODING,4421
5/21/2019,2019,5,Flood,SD,Haakon County,SEVERE STORMS AND FLOODING,4463
2/24/2019,2019,2,Flood,IL,Rock Island County,SEVERE STORMS AND FLOODING,4461
6/23/2019,2019,6,Flood,AR,Newton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4460
3/9/2019,2019,3,Flood,NE,Cass County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
7/18/2019,2019,7,Flood,WI,Clark County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459
2/24/2019,2019,2,Flood,IL,Hancock County,SEVERE STORMS AND FLOODING,4461
2/5/2019,2019,2,Flood,OH,Vinton County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424
2/5/2019,2019,2,Flood,OH,Noble County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424
7/18/2019,2019,7,Flood,WI,Polk County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459
2/19/2019,2019,2,Flood,TN,Tipton County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
3/9/2019,2019,3,Flood,NE,Furnas County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
9/17/2019,2019,9,Flood,TX,Jefferson County,TROPICAL STORM IMELDA,4466
3/11/2019,2019,3,Flood,MO,Holt County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4435
2/19/2019,2019,2,Flood,TN,Perry County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
5/7/2019,2019,5,Flood,OK,Noble County,FLOODING,3411
3/9/2019,2019,3,Flood,NE,Gage County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
2/19/2019,2019,2,Flood,TN,Wayne County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
2/19/2019,2019,2,Flood,TN,Blount County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
3/13/2019,2019,3,Flood,SD,Codington County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
3/12/2019,2019,3,Flood,MN,Mower County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
5/7/2019,2019,5,Flood,OK,Pawnee County,FLOODING,3411
3/9/2019,2019,3,Flood,NE,Jefferson County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
2/5/2019,2019,2,Flood,OH,Athens County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424
7/18/2019,2019,7,Flood,WI,Rusk County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459
3/9/2019,2019,3,Flood,NE,Richardson County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
4/15/2019,2019,4,Flood,VT,Washington County,SEVERE STORMS AND FLOODING,4445
5/21/2019,2019,5,Flood,AR,Jefferson County,SEVERE STORMS AND FLOODING,3414
5/21/2019,2019,5,Flood,AR,Jefferson County,SEVERE STORMS AND FLOODING,4441
3/21/2019,2019,3,Flood,ND,Adams County,FLOODING,4444
3/13/2019,2019,3,Flood,SD,Spink County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
3/9/2019,2019,3,Flood,NE,Wheeler County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
3/12/2019,2019,3,Flood,MN,Waseca County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
3/12/2019,2019,3,Flood,IA,Wayne County,SEVERE STORMS AND FLOODING,4421
2/19/2019,2019,2,Flood,TN,Obion County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
3/21/2019,2019,3,Flood,ND,Cass County,FLOODING,4444
3/9/2019,2019,3,Flood,NE,Thurston County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
3/12/2019,2019,3,Flood,IA,Clay County,SEVERE STORMS AND FLOODING,4421
3/11/2019,2019,3,Flood,MO,Cape Girardeau County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4435
3/13/2019,2019,3,Flood,SD,Charles Mix County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
3/12/2019,2019,3,Flood,IA,Jackson County,SEVERE STORMS AND FLOODING,4421
2/19/2019,2019,2,Flood,TN,Lewis County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
2/24/2019,2019,2,Flood,IL,Jackson County,SEVERE STORMS AND FLOODING,4461
3/11/2019,2019,3,Flood,MO,Atchison County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4435
3/9/2019,2019,3,Flood,NE,Garden County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
3/9/2019,2019,3,Flood,NE,Brown County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
3/12/2019,2019,3,Flood,IA,Guthrie County,SEVERE STORMS AND FLOODING,4421
3/9/2019,2019,3,Flood,NE,Burt County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
5/21/2019,2019,5,Flood,SD,Ziebach County,SEVERE STORMS AND FLOODING,4463
3/13/2019,2019,3,Flood,SD,Ziebach County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
5/10/2019,2019,5,Flood,LA,Terrebonne Parish,FLOODING,3413
5/10/2019,2019,5,Flood,LA,Terrebonne Parish,FLOODING,4462
3/21/2019,2019,3,Flood,ND,Richland County,FLOODING,4444
3/9/2019,2019,3,Flood,NE,Loup County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
3/12/2019,2019,3,Flood,IA,Wapello County,SEVERE STORMS AND FLOODING,4421
2/24/2019,2019,2,Flood,IL,Alexander County,SEVERE STORMS AND FLOODING,4461
3/11/2019,2019,3,Flood,MO,Chariton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4435
5/21/2019,2019,5,Flood,SD,Mellette County,SEVERE STORMS AND FLOODING,4463
3/13/2019,2019,3,Flood,SD,Mellette County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
4/6/2019,2019,4,Flood,OR,Grant County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4452
3/9/2019,2019,3,Flood,NE,Saline County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
3/12/2019,2019,3,Flood,MN,Faribault County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
2/19/2019,2019,2,Flood,TN,Marion County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
3/12/2019,2019,3,Flood,MN,Sibley County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
3/9/2019,2019,3,Flood,NE,Washington County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
7/18/2019,2019,7,Flood,WI,St. Croix Indian Reservation,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459
3/12/2019,2019,3,Flood,MN,Scott County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
2/19/2019,2019,2,Flood,TN,Moore County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
3/12/2019,2019,3,Flood,MN,Rock County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
4/15/2019,2019,4,Flood,VT,Bennington County,SEVERE STORMS AND FLOODING,4445
3/12/2019,2019,3,Flood,IA,Emmet County,SEVERE STORMS AND FLOODING,4421
3/12/2019,2019,3,Flood,IA,Union County,SEVERE STORMS AND FLOODING,4421
7/18/2019,2019,7,Flood,WI,Waupaca County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459
4/6/2019,2019,4,Flood,OR,Douglas County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4452
3/9/2019,2019,3,Flood,NE,Blaine County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
3/9/2019,2019,3,Flood,NE,Pawnee County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
3/13/2019,2019,3,Flood,SD,Moody County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
3/12/2019,2019,3,Flood,MN,Watonwan County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
3/12/2019,2019,3,Flood,IA,Floyd County,SEVERE STORMS AND FLOODING,4421
3/9/2019,2019,3,Flood,NE,Banner County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
2/24/2019,2019,2,Flood,IL,Whiteside County,SEVERE STORMS AND FLOODING,4461
5/7/2019,2019,5,Flood,OK,Tulsa County,FLOODING,3411
3/12/2019,2019,3,Flood,IA,Adams County,SEVERE STORMS AND FLOODING,4421
3/21/2019,2019,3,Flood,ND,Grand Forks County,FLOODING,4444
2/19/2019,2019,2,Flood,TN,Cheatham County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
7/18/2019,2019,7,Flood,WI,Wood County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459
3/11/2019,2019,3,Flood,MO,Platte County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4435
3/12/2019,2019,3,Flood,IA,Hardin County,SEVERE STORMS AND FLOODING,4421
3/9/2019,2019,3,Flood,NE,Clay County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
3/9/2019,2019,3,Flood,NE,York County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
3/9/2019,2019,3,Flood,NE,Douglas County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
3/12/2019,2019,3,Flood,IA,Iowa County,SEVERE STORMS AND FLOODING,4421
6/29/2019,2019,6,Flood,WV,Randolph County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4455
3/12/2019,2019,3,Flood,IA,Lyon County,SEVERE STORMS AND FLOODING,4421
3/12/2019,2019,3,Flood,MN,Roseau County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
3/13/2019,2019,3,Flood,SD,Lake County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
2/24/2019,2019,2,Flood,IL,Stephenson County,SEVERE STORMS AND FLOODING,4461
3/12/2019,2019,3,Flood,MN,McLeod County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
3/9/2019,2019,3,Flood,NE,Webster County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
3/12/2019,2019,3,Flood,MN,Dodge County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
2/5/2019,2019,2,Flood,OH,Morgan County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424
3/12/2019,2019,3,Flood,MN,Yellow Medicine County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
7/18/2019,2019,7,Flood,WI,Oconto County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459
3/12/2019,2019,3,Flood,IA,Henry County,SEVERE STORMS AND FLOODING,4421
3/9/2019,2019,3,Flood,NE,Nance County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
2/19/2019,2019,2,Flood,TN,Bledsoe County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
3/12/2019,2019,3,Flood,MN,Freeborn County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
3/13/2019,2019,3,Flood,SD,Clark County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
2/19/2019,2019,2,Flood,TN,Sequatchie County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
3/12/2019,2019,3,Flood,MN,Chippewa County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
3/13/2019,2019,3,Flood,SD,Yankton County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
7/18/2019,2019,7,Flood,WI,Barron County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459
2/24/2019,2019,2,Flood,IL,Schuyler County,SEVERE STORMS AND FLOODING,4461
3/12/2019,2019,3,Flood,MN,Pipestone County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
3/20/2019,2019,3,Flood,MT,Stillwater County,FLOODING,4437
3/12/2019,2019,3,Flood,IA,Calhoun County,SEVERE STORMS AND FLOODING,4421
3/9/2019,2019,3,Flood,NE,Cheyenne County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
5/21/2019,2019,5,Flood,SD,Jackson County,SEVERE STORMS AND FLOODING,4463
3/13/2019,2019,3,Flood,SD,Jackson County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
2/19/2019,2019,2,Flood,TN,Rhea County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
5/10/2019,2019,5,Flood,LA,Iberville Parish,FLOODING,3413
5/10/2019,2019,5,Flood,LA,Iberville Parish,FLOODING,4462
2/19/2019,2019,2,Flood,TN,Fentress County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
3/12/2019,2019,3,Flood,IA,Clinton County,SEVERE STORMS AND FLOODING,4421
5/7/2019,2019,5,Flood,OK,Muskogee County,FLOODING,3411
3/13/2019,2019,3,Flood,SD,Brown County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
2/5/2019,2019,2,Flood,OH,Scioto County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424
7/18/2019,2019,7,Flood,WI,Forest County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459
3/11/2019,2019,3,Flood,MO,Perry County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4435
5/21/2019,2019,5,Flood,AR,Searcy County,SEVERE STORMS AND FLOODING,4441
4/7/2019,2019,4,Flood,ID,Valley County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4443
3/13/2019,2019,3,Flood,SD,Davison County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
3/21/2019,2019,3,Flood,ND,Traill County,FLOODING,4444
3/9/2019,2019,3,Flood,NE,Kearney County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
3/12/2019,2019,3,Flood,IA,Page County,SEVERE STORMS AND FLOODING,4421
4/15/2019,2019,4,Flood,VT,Rutland County,SEVERE STORMS AND FLOODING,4445
3/21/2019,2019,3,Flood,ND,Morton County,FLOODING,4444
3/12/2019,2019,3,Flood,IA,Appanoose County,SEVERE STORMS AND FLOODING,4421
3/12/2019,2019,3,Flood,IA,Franklin County,SEVERE STORMS AND FLOODING,4421
6/24/2019,2019,6,Flood,TX,Hidalgo County,SEVERE STORMS AND FLOODING,4454
3/11/2019,2019,3,Flood,MO,Ste. Genevieve County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4435
5/7/2019,2019,5,Flood,OK,Osage County,FLOODING,3411
3/12/2019,2019,3,Flood,MN,Lyon County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
4/15/2019,2019,4,Flood,VT,Windsor County,SEVERE STORMS AND FLOODING,4445
3/13/2019,2019,3,Flood,SD,Day County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
2/24/2019,2019,2,Flood,IL,Mercer County,SEVERE STORMS AND FLOODING,4461
3/11/2019,2019,3,Flood,MO,Carroll County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4435
2/5/2019,2019,2,Flood,OH,Adams County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424
3/12/2019,2019,3,Flood,MN,Cottonwood County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
3/12/2019,2019,3,Flood,IA,Mills County,SEVERE STORMS AND FLOODING,4421
3/9/2019,2019,3,Flood,NE,Knox County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
5/10/2019,2019,5,Flood,LA,Ouachita Parish,FLOODING,4462
2/24/2019,2019,2,Flood,IL,Pike County,SEVERE STORMS AND FLOODING,4461
2/24/2019,2019,2,Flood,IL,Adams County,SEVERE STORMS AND FLOODING,4461
3/12/2019,2019,3,Flood,IA,O'Brien County,SEVERE STORMS AND FLOODING,4421
3/13/2019,2019,3,Flood,SD,Brookings County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
2/24/2019,2019,2,Flood,IL,St. Clair County,SEVERE STORMS AND FLOODING,4461
3/12/2019,2019,3,Flood,IA,Pocahontas County,SEVERE STORMS AND FLOODING,4421
3/12/2019,2019,3,Flood,MN,Nicollet County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442
3/13/2019,2019,3,Flood,SD,Miner County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
7/18/2019,2019,7,Flood,WI,Oneida County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459
3/13/2019,2019,3,Flood,SD,Roberts County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
3/12/2019,2019,3,Flood,IA,Monroe County,SEVERE STORMS AND FLOODING,4421
2/19/2019,2019,2,Flood,TN,Robertson County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
3/13/2019,2019,3,Flood,SD,Kingsbury County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440
3/9/2019,2019,3,Flood,NE,Adams County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420
2/5/2019,2019,2,Flood,OH,Jackson County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424
2/19/2019,2019,2,Flood,TN,Jefferson County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427
3/20/2019,2019,3,Flood,MT,McCone County,FLOODING,4437
3/12/2019,2019,3,Flood,IA,Osceola County,SEVERE STORMS AND FLOODING,4421
7/18/2019,2019,7,Flood,WI,La Crosse County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459
