,date,year,month,category,state,county,title,fema_number,area
6168,6/24/21,2021,6,Fire,CA,Siskiyou County,LAVA FIRE,5393,"155,973"
6169,8/15/21,2021,8,Fire,OR,Lake County,PATTON MEADOW FIRE,5409,"96,003"
6170,7/12/21,2021,7,Fire,WA,Colville Indian Reservation,CHUWEAH CREEK FIRE,5397,"66,582"
6171,7/10/21,2021,7,Fire,OR,Klamath County,BOOTLEG FIRE,5396,"96,003"
6173,8/1/21,2021,8,Fire,HI,Hawaii County,MANA ROAD FIRE,5404,"6,423"
6174,8/15/21,2021,8,Fire,WA,Okanogan County,MUCKAMUCK FIRE,5410,"66,582"
6175,8/10/21,2021,8,Fire,MT,Rosebud County,RICHARD SPRING FIRE,5406,"145,556"
6176,8/14/21,2021,8,Fire,UT,Salt Lake County,PARLEYS CANYON FIRE,5408,"82,168"
6178,8/4/21,2021,8,Fire,CA,Placer County,RIVER FIRE,5405,"155,973"
6179,5/27/21,2021,5,Fire,AZ,Yavapai County,SPUR FIRE,5387,"113,642"
6180,7/22/21,2021,7,Fire,NV,Douglas County,TAMARACK FIRE,5402,"109,806"
6181,6/9/21,2021,6,Fire,NV,Douglas County,JACKS VALLEY FIRE,5390,"109,806"
6182,7/13/21,2021,7,Fire,WA,Chelan County,RED APPLE FIRE,5398,"66,582"
6183,9/14/10,2010,9,Fire,CA,Kern County,CANYON FIRE,2858,"155,973"
6184,8/24/10,2010,8,Fire,CA,Kern County,POST FIRE,2852,"155,973"
6185,6/19/10,2010,6,Fire,AZ,Coconino County,HARDY FIRE,2845,"113,642"
6186,7/1/10,2010,7,Fire,NV,Clark County,CATHEDRAL FIRE,2847,"109,806"
6187,8/26/10,2010,8,Fire,ID,Valley County,HURD FIRE,2853,"82,751"
6188,8/26/10,2010,8,Fire,WA,Stevens County,SLIDE CREEK WILDFIRE,2854,"66,582"
6189,9/9/10,2010,9,Fire,CA,San Mateo County,GLENVIEW FIRE,2856,"155,973"
6190,9/6/10,2010,9,Fire,CO,Boulder County,FOUR MILE CANYON FIRE,2855,"103,730"
6191,6/8/10,2010,6,Fire,HI,Maui County,MAALAEA FIRE,2844,"6,423"
6192,7/27/10,2010,7,Fire,CA,Kern County,WEST FIRE,2850,"155,973"
6193,6/1/10,2010,6,Fire,NM,Sandoval County,RIO FIRE,2843,"121,365"
6194,7/29/10,2010,7,Fire,CA,Los Angeles County,CROWN FIRE,2851,"155,973"
6195,7/26/10,2010,7,Fire,CA,Kern County,BULL FIRE,2849,"155,973"
6196,9/19/10,2010,9,Fire,UT,Salt Lake County,MACHINE GUN FIRE,2859,"82,168"
6197,5/23/10,2010,5,Fire,NM,Sandoval County,CABAZON FIRE,2842,"121,365"
6198,9/12/10,2010,9,Fire,CO,Larimer County,RESERVOIR ROAD FIRE,2857,"103,730"
6199,7/18/10,2010,7,Fire,WA,Yakima County,COWICHE MILLS FIRE,2848,"66,582"
6200,6/20/10,2010,6,Fire,AZ,Coconino County,SHULTZ FIRE,2846,"113,642"
6201,5/11/14,2014,5,Fire,TX,Hutchinson County,DOUBLE DIAMOND FIRE,5053,"261,914"
6202,8/18/14,2014,8,Fire,CA,Madera County,JUNCTION FIRE,5074,"155,973"
6203,7/15/14,2014,7,Fire,WA,Okanogan County,CARLTON COMPLEX FIRE,5062,"66,582"
6204,7/1/14,2014,7,Fire,CA,Napa County,BUTTS FIRE,5057,"155,973"
6205,8/5/14,2014,8,Fire,OR,Wasco County,ROWENA FIRE,5073,"96,003"
6206,5/14/14,2014,5,Fire,CA,San Diego County,POINSETTIA FIRE,5054,"155,973"
6207,7/9/14,2014,7,Fire,WA,Colville Indian Reservation,WILDFIRES,4188,"66,582"
6210,1/16/14,2014,1,Fire,CA,Los Angeles County,COLBY FIRE,5051,"155,973"
6211,7/9/14,2014,7,Fire,WA,Stevens County,LAKE SPOKANE FIRE,5058,"66,582"
6212,8/1/14,2014,8,Fire,CA,Shasta County,EILER FIRE,5067,"155,973"
6213,5/20/14,2014,5,Fire,AZ,Coconino County,SLIDE FIRE,5083,"113,642"
6214,9/5/14,2014,9,Fire,CA,Mariposa County,BRIDGE FIRE,5077,"155,973"
6215,9/15/14,2014,9,Fire,OR,Clackamas County,36 PIT FIRE,5080,"96,003"
6216,7/19/14,2014,7,Fire,WA,Kittitas County,SADDLE MOUNTAIN FIRE,5064,"66,582"
6217,9/14/14,2014,9,Fire,CA,Madera County,COURTNEY FIRE,5078,"155,973"
6218,7/19/14,2014,7,Fire,WA,Lincoln County,WATERMELON HILL FIRE,5063,"66,582"
6220,7/31/14,2014,7,Fire,OR,Jackson County,OREGON GULCH FIRE,5066,"96,003"
6222,7/13/14,2014,7,Fire,OR,Klamath County,MOCCASIN HILLS FIRE,5060,"96,003"
6223,9/13/14,2014,9,Fire,CA,El Dorado County,KING FIRE,5081,"155,973"
6224,5/14/14,2014,5,Fire,CA,San Diego County,COCOS FIRE,5055,"155,973"
6225,8/18/14,2014,8,Fire,CA,Kern County,WAY FIRE,5075,"155,973"
6226,8/5/14,2014,8,Fire,WA,Chelan County,HANSEL FIRE,5072,"66,582"
6227,8/1/14,2014,8,Fire,CA,Modoc County,DAY FIRE,5070,"155,973"
6228,7/10/14,2014,7,Fire,WA,Chelan County,MILLS CANYON FIRE,5059,"66,582"
6229,7/15/14,2014,7,Fire,WA,Chelan County,CHIWAUKUM FIRE,5061,"66,582"
6230,6/7/14,2014,6,Fire,OR,Deschutes County,TWO BULLS FIRE,5056,"96,003"
6231,10/8/14,2014,10,Fire,CA,Placer County,APPLEGATE FIRE,5082,"155,973"
6232,9/15/14,2014,9,Fire,CA,Siskiyou County,BOLES FIRE,5079,"155,973"
6233,8/2/14,2014,8,Fire,WA,Kittitas County,SNAG CANYON FIRE,5071,"66,582"
6234,5/5/14,2014,5,Fire,OK,Logan County,GUTHRIE FIRE,5052,"68,679"
6235,8/24/14,2014,8,Fire,CA,Trinity County,OREGON FIRE,5076,"155,973"
6236,8/1/14,2014,8,Fire,CA,Siskiyou County,OREGON GULCH FIRE,5068,"155,973"
6237,8/2/14,2014,8,Fire,CA,Lassen County,BALD FIRE,5069,"155,973"
6239,7/21/14,2014,7,Fire,UT,Tooele County,ANACONDA FIRE,5065,"82,168"
6240,7/9/14,2014,7,Fire,WA,Colville Indian Reservation,WILDFIRES,3371,"66,582"
6243,9/5/20,2020,9,Fire,CA,San Bernardino County,EL DORADO FIRE,5350,"155,973"
6244,9/13/20,2020,9,Fire,CA,Los Angeles County,BOBCAT FIRE,5374,"155,973"
6245,3/7/20,2020,3,Fire,OK,Beaver County,412 FIRE COMPLEX,5306,"68,679"
6246,7/6/20,2020,7,Fire,NV,Douglas County,NUMBERS FIRE,5319,"109,806"
6247,8/20/20,2020,8,Fire,CA,San Mateo County,CZU LIGHTNING FIRE COMPLEX,5336,"155,973"
6249,9/1/20,2020,9,Fire,WA,Yakima County,EVANS CANYON FIRE,5342,"66,582"
6250,9/12/20,2020,9,Fire,OR,Lake County,BRATTAIN FIRE,5372,"96,003"
6251,6/23/20,2020,6,Fire,AZ,Maricopa County,AQUILA FIRE,5314,"113,642"
6252,10/17/20,2020,10,Fire,CO,Boulder County,CALWOOD FIRE,5379,"103,730"
6253,9/8/20,2020,9,Fire,OR,Clackamas County,WILDFIRES,3542,"96,003"
6264,8/17/20,2020,8,Fire,CA,Lake County,LNU LIGHTNING FIRE COMPLEX,5331,"155,973"
6269,8/2/20,2020,8,Fire,MT,Stillwater County,FALLING STAR FIRE,5324,"145,556"
6271,9/6/20,2020,9,Fire,CO,Larimer County,CAMERON PEAK FIRE,5349,"103,730"
6272,9/7/20,2020,9,Fire,WA,Spokane County,BABB FIRE,5355,"66,582"
6274,9/8/20,2020,9,Fire,OR,Washington County,POWERLINE FIRE,5358,"96,003"
6275,8/16/20,2020,8,Fire,WA,Yakama Reservation,NORTH BROWNSTOWN FIRE,5330,"66,582"
6277,8/20/20,2020,8,Fire,CA,Santa Clara County,SCU LIGTNING COMPLEX FIRE,5338,"155,973"
6279,9/7/20,2020,9,Fire,UT,Utah County,ETHER HOLLOW FIRE,5353,"82,168"
6280,6/28/20,2020,6,Fire,UT,Millard County,CANAL FIRE,5317,"82,168"
6281,9/25/20,2020,9,Fire,WY,Albany County,MULLEN FIRE,5375,"97,105"
6283,10/26/20,2020,10,Fire,CA,Orange County,BLUE RIDGE FIRE,5381,"155,973"
6286,9/4/20,2020,9,Fire,CA,Del Norte County,WILDFIRES,4569,"155,973"
6298,9/13/20,2020,9,Fire,CA,Tulare County,SQF FIRE COMPLEX,5373,"155,973"
6299,9/2/20,2020,9,Fire,MT,Musselshell County,BOBCAT FIRE,5344,"145,556"
6301,9/27/20,2020,9,Fire,CA,Napa County,GLASS FIRE,5376,"155,973"
6303,9/8/20,2020,9,Fire,OR,Clackamas County,RIVERSIDE FIRE,5366,"96,003"
6304,6/27/20,2020,6,Fire,NV,Washoe County,POEVILLE ROAD FIRE,5316,"109,806"
6305,9/28/20,2020,9,Fire,CA,Shasta County,ZOGG FIRE,5377,"155,973"
6306,9/8/20,2020,9,Fire,OR,Washington County,CHEHALEM MOUNTAIN BALD PEAK FIRE,5371,"96,003"
6308,6/28/20,2020,6,Fire,UT,Utah County,KNOLLS FIRE,5318,"82,168"
6309,8/12/20,2020,8,Fire,OR,Wasco County,MOSIER CREEK FIRE,5327,"96,003"
6310,8/16/20,2020,8,Fire,CA,Monterey County,RIVER FIRE,5329,"155,973"
6311,9/2/20,2020,9,Fire,MT,Garfield County,HUFF FIRE,5343,"145,556"
6312,8/17/20,2020,8,Fire,CA,Butte County,BEAR FIRE,5363,"155,973"
6315,8/17/20,2020,8,Fire,AZ,San Carlos Indian Reservation,GRIFFIN FIRE,5340,"113,642"
6317,9/3/20,2020,9,Fire,MT,Custer County,SNIDER/RICE FIRE COMPLEX,5345,"145,556"
6320,8/18/20,2020,8,Fire,CA,Monterey County,CARMEL FIRE,5333,"155,973"
6321,9/7/20,2020,9,Fire,WA,Colville Indian Reservation,COLD SPRINGS/PEARL HILL FIRE,5351,"66,582"
6324,8/17/20,2020,8,Fire,OR,Wasco County,WHITE RIVER FIRE,5341,"96,003"
6325,8/2/20,2020,8,Fire,CA,Morongo Indian Reservation,APPLE FIRE,5325,"155,973"
6328,8/18/20,2020,8,Fire,CA,Nevada County,JONES FIRE,5332,"155,973"
6329,5/6/20,2020,5,Fire,FL,Santa Rosa County,5 MILE SWAMP FIRE,5307,"53,997"
6330,9/5/20,2020,9,Fire,WY,Carbon County,316 FIRE,5347,"97,105"
6331,8/18/20,2020,8,Fire,WA,Okanogan County,PALMER FIRE,5337,"66,582"
6332,7/13/20,2020,7,Fire,UT,Washington County,VEYO WEST FIRE,5321,"82,168"
6333,5/6/20,2020,5,Fire,FL,Walton County,MUSSETT BAYOU FIRE,5308,"53,997"
6334,10/17/20,2020,10,Fire,CO,Grand County,EAST TROUBLESOME FIRE,5378,"103,730"
6335,9/9/20,2020,9,Fire,OR,Josephine County,SLATER FIRE,5369,"96,003"
6336,7/11/20,2020,7,Fire,WA,Douglas County,ROAD 11 FIRE,5320,"66,582"
6337,5/17/20,2020,5,Fire,AZ,Maricopa County,EAST DESERT FIRE,5310,"113,642"
6338,8/17/20,2020,8,Fire,CA,Lassen County,SHEEP FIRE,5339,"155,973"
6339,9/7/20,2020,9,Fire,WA,Chelan County,APPLE ACRES FIRE,5352,"66,582"
6340,10/26/20,2020,10,Fire,CA,Orange County,SILVERADO FIRE,5380,"155,973"
6341,6/20/20,2020,6,Fire,AZ,Gila County,BUSH FIRE,5313,"113,642"
6343,9/8/20,2020,9,Fire,OR,Lincoln County,ECHO MOUNTAIN FIRE COMPLEX,5362,"96,003"
6344,8/15/20,2020,8,Fire,NV,Washoe County,LOYALTON FIRE,5328,"109,806"
6345,9/8/20,2020,9,Fire,OR,Tillamook County,PIKE ROAD FIRE,5368,"96,003"
6346,9/8/20,2020,9,Fire,WA,Thurston County,BORDEAUX ROAD FIRE,5359,"66,582"
6347,9/8/20,2020,9,Fire,CA,Siskiyou County,SLATER FIRE,5361,"155,973"
6348,7/21/20,2020,7,Fire,NV,Washoe County,ROCKFARM FIRE,5322,"109,806"
6349,9/7/20,2020,9,Fire,OR,Klamath County,TWO FOUR TWO FIRE,5354,"96,003"
6350,9/5/20,2020,9,Fire,MT,Gallatin County,BRIDGER FOOTHILLS FIRE,5346,"145,556"
6351,8/2/20,2020,8,Fire,NV,Washoe County,NORTH FIRE,5326,"109,806"
6352,6/27/20,2020,6,Fire,AZ,Maricopa County,AVONDALE FIRE,5315,"113,642"
6353,9/7/20,2020,9,Fire,OR,Benton County,WILDFIRES AND STRAIGHT-LINE WINDS,4562,"96,003"
6373,5/13/20,2020,5,Fire,FL,Collier County,36TH AVENUE FIRE,5309,"53,997"
6374,9/8/20,2020,9,Fire,OR,Lane County,HOLIDAY FARM FIRE,5357,"96,003"
6375,8/14/20,2020,8,Fire,CA,Nevada County,WILDFIRES,4558,"155,973"
6395,12/3/20,2020,12,Fire,CA,Orange County,BOND FIRE,5383,"155,973"
6396,7/27/20,2020,7,Fire,WA,Okanogan County,ANGLIN FIRE,5323,"66,582"
6397,9/8/20,2020,9,Fire,OR,Clackamas County,CLAKAMAS COUNTY FIRE COMPLEX,5370,"96,003"
6398,9/8/20,2020,9,Fire,WA,Pierce County,SUMNER GRADE FIRE,5360,"66,582"
6399,5/30/20,2020,5,Fire,AZ,Maricopa County,OCOTILLO FIRE,5311,"113,642"
6400,8/19/20,2020,8,Fire,CO,Garfield County,PINE GULCH FIRE,5335,"103,730"
6402,8/13/20,2020,8,Fire,CO,Eagle County,GRIZZLY CREEK FIRE,5334,"103,730"
6404,9/8/20,2020,9,Fire,OR,Douglas County,ARCHIE CREEK FIRE,5365,"96,003"
6405,6/11/20,2020,6,Fire,AZ,Pima County,BIG HORN FIRE,5312,"113,642"
6406,9/6/20,2020,9,Fire,CA,Fresno County,CREEK FIRE,5348,"155,973"
6408,9/8/20,2020,9,Fire,OR,Jackson County,SOUTH OBENCHAIN FIRE,5367,"96,003"
6409,11/17/20,2020,11,Fire,NV,Washoe County,PINEHAVEN FIRE,5382,"109,806"
6410,9/8/20,2020,9,Fire,OR,Jackson County,ALMEDA GLENDOWER FIRE,5364,"96,003"
6411,9/7/20,2020,9,Fire,OR,Warm Springs Indian Reservation,BEACHIE CREEK LIONSHEAD FIRE COMPLEX,5356,"96,003"
6416,5/15/07,2007,5,Fire,NJ,Burlington County,WARREN GROVE FIRE,2695,"7,419"
6418,8/16/07,2007,8,Fire,HI,Hawaii County,KOHALA MOUNTAIN ROAD FIRE,2722,"6,423"
6419,10/22/07,2007,10,Fire,CA,San Diego County,WITCH FIRE,2734,"155,973"
6420,6/27/07,2007,6,Fire,HI,Maui County,OLOWALU FIRE,2701,"6,423"
6421,10/28/07,2007,10,Fire,HI,Hawaii County,PUAKO FIRE,2740,"6,423"
6422,7/21/07,2007,7,Fire,UT,Juab County,SALT CREEK FIRE,2715,"82,168"
6423,8/14/07,2007,8,Fire,HI,Honolulu County,WAIALUA FIRE,2720,"6,423"
6424,10/21/07,2007,10,Fire,CA,Los Angeles County,BUCKWEED FIRE,2733,"155,973"
6425,3/11/07,2007,3,Fire,CA,Orange County,241 FIRE,2683,"155,973"
6426,7/21/07,2007,7,Fire,NV,Elko County,MURPHY FIRE COMPLEX,2717,"109,806"
6427,7/7/07,2007,7,Fire,SD,Fall River County,ALABAUGH CANYON FIRE,2710,"75,898"
6428,8/16/07,2007,8,Fire,MT,Missoula County,BLACK CAT FIRE,2721,"145,556"
6429,8/12/07,2007,8,Fire,WY,Sheridan County,LITTLE GOOSE FIRE,2719,"97,105"
6430,8/30/07,2007,8,Fire,ID,Valley County,CASCADE FIRE COMPLEX,2726,"82,751"
6431,3/25/07,2007,3,Fire,FL,Polk County,53 BIG PINE FIRE,2684,"53,997"
6432,9/15/07,2007,9,Fire,CA,San Diego County,ANGEL FIRE,2729,"155,973"
6433,7/8/07,2007,7,Fire,OR,Harney County,EGLEY FIRE COMPLEX,2712,"96,003"
6434,2/23/07,2007,2,Fire,NM,Valencia County,BELEN FIRE,2682,"121,365"
6435,9/16/07,2007,9,Fire,MT,Lewis and Clark County,COUNTRY CLUB FIRE,2730,"145,556"
6436,7/6/07,2007,7,Fire,NV,Washoe County,RED ROCK FIRE,2704,"109,806"
6437,7/16/07,2007,7,Fire,WA,Okanogan County,TUNK GRADE FIRE,2714,"66,582"
6438,6/19/07,2007,6,Fire,CO,Garfield County,NEWCASTLE FIRE,2698,"103,730"
6439,5/1/07,2007,5,Fire,FL,Flagler County,DELAND FIRE COMPLEX,2687,"53,997"
6443,5/4/07,2007,5,Fire,GA,Atkinson County,ROUNDABOUT FIRE,2688,"57,919"
6444,5/9/07,2007,5,Fire,GA,Charlton County,BUGABOO SCRUB FIRE,2693,"57,919"
6445,10/21/07,2007,10,Fire,CA,Los Angeles County,WILDFIRES,3279,"155,973"
6452,9/20/07,2007,9,Fire,WA,Skamania County,BROUGHTON FIRE,2731,"66,582"
6453,6/21/07,2007,6,Fire,AK,Kenai Peninsula Borough,CARIBOU HILLS FIRE,2699,"570,641"
6454,10/21/07,2007,10,Fire,CA,Los Angeles County,CANYON FIRE,2732,"155,973"
6455,10/21/07,2007,10,Fire,CA,San Diego County,HARRIS FIRE,2735,"155,973"
6456,7/7/07,2007,7,Fire,CA,Inyo County,INYO FIRE COMPLEX,2706,"155,973"
6457,4/26/07,2007,4,Fire,GA,Brantley County,KNEEKNOCKER SWAMP FIRE,2686,"57,919"
6458,7/8/07,2007,7,Fire,WA,Chelan County,EASY STREET FIRE,2711,"66,582"
6459,9/14/07,2007,9,Fire,CA,San Bernardino County,BUTLER 2 FIRE,2728,"155,973"
6460,10/22/07,2007,10,Fire,CA,San Diego County,RICE FIRE,2739,"155,973"
6461,8/4/07,2007,8,Fire,MT,Missoula County,JOCKO LAKES FIRE,2718,"145,556"
6462,9/2/07,2007,9,Fire,OR,Deschutes County,GW FIRE,2727,"96,003"
6463,6/29/07,2007,6,Fire,CA,Shasta County,CREEK FIRE,2702,"155,973"
6464,8/30/07,2007,8,Fire,ID,Idaho County,EAST ZONE FIRE COMPLEX,2725,"82,751"
6466,5/7/07,2007,5,Fire,FL,Collier County,CALLOOSAHATCHEE FIRE COMPLEX,2692,"53,997"
6469,6/30/07,2007,6,Fire,UT,Uintah and Ouray Indian Reservation,NEOLA NORTH FIRE,2703,"82,168"
6472,7/16/07,2007,7,Fire,NV,Washoe County,HAWKEN FIRE,2713,"109,806"
6473,6/24/07,2007,6,Fire,CA,El Dorado County,ANGORA FIRE,2700,"155,973"
6474,10/21/07,2007,10,Fire,CA,Orange County,SANTIAGO FIRE,2737,"155,973"
6475,7/6/07,2007,7,Fire,NV,Douglas County,SLEEPING ELEPHANT FIRE,2705,"109,806"
6476,5/7/07,2007,5,Fire,FL,Walton County,BLACK CREEK FIRE,2690,"53,997"
6477,11/18/07,2007,11,Fire,NM,Torrance County,OJO PEAK FIRE,2741,"121,365"
6478,4/16/07,2007,4,Fire,GA,Charlton County,SWEAT FARM ROAD FIRE,2685,"57,919"
6480,5/31/07,2007,5,Fire,GA,Bryan County,HARVEYTOWN FIRE,2697,"57,919"
6481,5/8/07,2007,5,Fire,CA,Los Angeles County,GRIFFITH PARK FIRE,2691,"155,973"
6482,7/6/07,2007,7,Fire,UT,Millard County,MILFORD FLAT FIRE,2707,"82,168"
6483,10/22/07,2007,10,Fire,CA,San Bernardino County,GRASS VALLEY FIRE,2738,"155,973"
6484,5/29/07,2007,5,Fire,FL,Glades County,OKEECHOBEE FIRE COMPLEX,2696,"53,997"
6490,8/28/07,2007,8,Fire,ID,Blaine County,CASTLE ROCK FIRE,2724,"82,751"
6491,7/7/07,2007,7,Fire,NV,Washoe County,HUNGRY VALLEY FIRE,2709,"109,806"
6492,8/19/07,2007,8,Fire,MT,Yellowstone County,FORD ROAD FIRE,2723,"145,556"
6493,5/10/07,2007,5,Fire,CA,Los Angeles County,ISLAND FIRE,2694,"155,973"
6494,5/7/07,2007,5,Fire,FL,Alachua County,SUWANNEE FIRE COMPLEX,2689,"53,997"
6502,7/19/07,2007,7,Fire,SD,Lawrence County,BOX ELDER FIRE,2716,"75,898"
6503,7/7/07,2007,7,Fire,CA,Los Angeles County,CANYON FIRE,2708,"155,973"
6504,10/21/07,2007,10,Fire,CA,Los Angeles County,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",1731,"155,973"
6511,10/20/07,2007,10,Fire,CA,Los Angeles County,RANCH FIRE,2736,"155,973"
6513,8/18/23,2023,8,Fire,MT,Sanders County,RIVER ROAD EAST FIRE,5480,"145,556"
6514,7/2/23,2023,7,Fire,WA,Skamania County,TUNNEL FIVE FIRE,5467,"66,582"
6515,3/31/23,2023,3,Fire,OK,Washington County,"GAP ROAD FIRE, OKLAHOMA FMAG",5460,"68,679"
6516,5/10/23,2023,5,Fire,NM,Mora County,LAS TUSAS FIRE,5465,"121,365"
6518,8/8/23,2023,8,Fire,HI,Hawaii County,KOHALA RANCH FIRE,5474,"6,423"
6519,8/9/23,2023,8,Fire,HI,Maui County,UPCOUNTRY FIRE,5476,"6,423"
6520,8/19/23,2023,8,Fire,WA,Spokane County,OREGON FIRE,5481,"66,582"
6521,8/8/23,2023,8,Fire,HI,Hawaii County,MAUNA KEA BEACH FIRE,5478,"6,423"
6522,4/2/23,2023,4,Fire,NM,Torrance County,"ECHO RIDGE FIRE, NM FMAG",5461,"121,365"
6523,8/8/23,2023,8,Fire,HI,Hawaii County,WILDFIRES AND HIGH WINDS,4724,"6,423"
6525,4/8/23,2023,4,Fire,NE,Cass County,WACONDA-BEAVER LAKE FIRE COMPLEX,5462,"76,878"
6526,7/21/23,2023,7,Fire,WA,Klickitat County,NEWELL ROAD FIRE,5470,"66,582"
6527,8/24/23,2023,8,Fire,OR,Marion County,LIBERTY FIRE,5483,"96,003"
6528,7/29/23,2023,7,Fire,WA,Okanogan County,EAGLE BLUFF FIRE,5472,"66,582"
6529,3/31/23,2023,3,Fire,OK,Logan County,"SIMPSON FIRE, OKLAHOMA FMAG ",5458,"68,679"
6530,7/4/23,2023,7,Fire,WA,Mason County,MCEWAN FIRE,5468,"66,582"
6531,8/18/23,2023,8,Fire,WA,Spokane County,GRAY FIRE,5479,"66,582"
6532,8/30/23,2023,8,Fire,LA,Rapides Parish,HIGHWAY 113 FIRE,5486,"43,566"
6534,4/14/23,2023,4,Fire,RI,Washington County,QUEENS RIVER FIRE,5464,"1,034"
6535,3/31/23,2023,3,Fire,OK,Oklahoma County,"HEFNER FIRE, OKLAHOMA FMAG",5459,"68,679"
6536,7/22/23,2023,7,Fire,OR,Klamath County,GOLDEN FIRE,5471,"96,003"
6537,9/9/22,2022,9,Fire,OR,Lane County,CEDAR CREEK FIRE,5457,"96,003"
6538,8/26/23,2023,8,Fire,LA,Vernon Parish,LIONS CAMP ROAD FIRE,5485,"43,566"
6539,8/23/23,2023,8,Fire,LA,Beauregard Parish,TIGER ISLAND FIRE,5482,"43,566"
6540,8/25/23,2023,8,Fire,LA,Vernon Parish,IDA FIRE,5484,"43,566"
6541,8/2/23,2023,8,Fire,AK,Fairbanks North Star Borough,LOST HORSE CREEK FIRE,5473,"570,641"
6542,6/27/23,2023,6,Fire,AZ,Maricopa County,DIAMOND FIRE,5466,"113,642"
6543,4/13/23,2023,4,Fire,KS,Washington County,HADDAM FIRE,5463,"81,823"
6544,8/9/23,2023,8,Fire,HI,Maui County,LAHAINA FIRE,5475,"6,423"
6545,7/10/23,2023,7,Fire,WA,Grant County,BAIRD SPRINGS FIRE,5469,"66,582"
6546,8/9/23,2023,8,Fire,HI,Maui County,PULEHU FIRE,5477,"6,423"
6547,6/25/12,2012,6,Fire,MT,Powder River County,ASH CREEK FIRE,2989,"145,556"
6549,7/1/12,2012,7,Fire,WY,Albany County,SQUIRREL CREEK FIRE,2993,"97,105"
6550,8/4/12,2012,8,Fire,OK,Payne County,GLENCOE FIRE,5002,"68,679"
6551,8/4/12,2012,8,Fire,OK,Creek County,DRUMRIGHT FIRE,5003,"68,679"
6553,8/28/12,2012,8,Fire,MT,Jefferson County,NINETEEN MILE FIRE,5008,"145,556"
6554,6/9/12,2012,6,Fire,CO,Larimer County,HIGH PARK FIRE,2980,"103,730"
6555,9/23/12,2012,9,Fire,CA,Campo Indian Reservation,SHOCKEY FIRE,5021,"155,973"
6557,8/15/12,2012,8,Fire,ID,Elmore County,TRINITY RIDGE FIRE,5006,"82,751"
6558,8/31/12,2012,8,Fire,SD,Oglala Lakota County,WELLNITZ FIRE,5010,"75,898"
6559,8/3/12,2012,8,Fire,OK,Creek County,FREEDOM FIRE,5000,"68,679"
6560,9/12/12,2012,9,Fire,WA,Chelan County,POISON FIRE,5017,"66,582"
6561,8/3/12,2012,8,Fire,OK,Blaine County,GEARY FIRE,2998,"68,679"
6562,9/19/12,2012,9,Fire,WA,Chelan County,TABLE MOUNTAIN FIRE,5020,"66,582"
6564,9/18/12,2012,9,Fire,ID,Boise County,KARNEY FIRE,5019,"82,751"
6565,6/29/12,2012,6,Fire,UT,Salt Lake County,ROSE CREST FIRE,2991,"82,168"
6566,6/27/12,2012,6,Fire,UT,Millard County,CLAY SPRINGS FIRE,2990,"82,168"
6567,8/3/12,2012,8,Fire,OK,Cleveland County,FREEDOM AND NOBLE WILDFIRES,4078,"68,679"
6569,5/22/12,2012,5,Fire,NV,Douglas County,TRE FIRE,2977,"109,806"
6570,6/24/12,2012,6,Fire,UT,Sanpete County,WOOD HOLLOW FIRE,2986,"82,168"
6571,8/3/12,2012,8,Fire,OK,Oklahoma County,LUTHER FIRE,5001,"68,679"
6572,9/10/12,2012,9,Fire,MT,Ravalli County,SAWTOOTH FIRE,5016,"145,556"
6573,9/9/12,2012,9,Fire,WY,Natrona County,SHEEP HERDER HILL FIRE COMPLEX,5014,"97,105"
6574,6/23/12,2012,6,Fire,CO,El Paso County,WALDO CANYON FIRE,2984,"103,730"
6575,9/9/12,2012,9,Fire,WA,Chelan County,1ST CANYON FIRE,5012,"66,582"
6576,7/19/12,2012,7,Fire,SD,Custer County,MYRTLE FIRE,2996,"75,898"
6577,9/5/12,2012,9,Fire,WA,Klickitat County,HIGHWAY 141 FIRE COMPLEX,5011,"66,582"
6578,9/10/12,2012,9,Fire,WA,Chelan County,BYRD CANYON FIRE,5015,"66,582"
6579,6/29/12,2012,6,Fire,WY,Albany County,ARAPAHOE FIRE,2992,"97,105"
6582,8/30/12,2012,8,Fire,NE,Dawes County,REGION 23 FIRE COMPLEX,5009,"76,878"
6585,1/19/12,2012,1,Fire,NV,Washoe County,WASHOE FIRE,2974,"109,806"
6586,8/13/12,2012,8,Fire,WA,Kittitas County,TAYLOR BRIDGE FIRE,5005,"66,582"
6587,6/22/12,2012,6,Fire,UT,Utah County,DUMP FIRE,2983,"82,168"
6588,4/24/12,2012,4,Fire,TX,Jeff Davis County,LIVERMORE RANCH FIRE COMPLEX,2976,"261,914"
6589,6/9/12,2012,6,Fire,CO,Teller County,HIGH PARK AND WALDO CANYON WILDFIRES,4067,"103,730"
6592,5/23/12,2012,5,Fire,NM,Catron County,WHITEWATER-BALDY FIRE COMPLEX,2978,"121,365"
6594,7/2/12,2012,7,Fire,UT,Kane County,SHINGLE FIRE,2994,"82,168"
6595,6/26/12,2012,6,Fire,MT,Musselshell County,DAHL FIRE,2988,"145,556"
6596,7/1/12,2012,7,Fire,WY,Weston County,OIL CREEK FIRE,2995,"97,105"
6597,6/18/12,2012,6,Fire,NM,San Juan County,BLANCO (CR 4901) FIRE,2981,"121,365"
6598,8/18/12,2012,8,Fire,CA,Shasta County,PONDEROSA FIRE,5007,"155,973"
