date,year,month,category,state,county,title,fema_number,area(sq_miles),thousand_square_miles,first,last,change
5/21/2019,2019,5,Flood,SD,Bennett County,SEVERE STORMS AND FLOODING,4463,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/13/2019,2019,3,Flood,SD,Bennett County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/20/2019,2019,3,Flood,MT,Treasure County,FLOODING,4437,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
3/9/2019,2019,3,Flood,NE,Antelope County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/21/2019,2019,3,Flood,ND,LaMoure County,FLOODING,4444,"68,994",68.994,37.78909090909091,38.44363636363636,0.654545454545449
3/9/2019,2019,3,Flood,NE,Box Butte County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/11/2019,2019,3,Flood,MO,Mississippi County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4435,"68,898",68.898,51.95636363636364,53.84363636363637,1.8872727272727303
2/19/2019,2019,2,Flood,TN,Hamblen County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220",41.22,54.92,57.6,2.6799999999999997
3/12/2019,2019,3,Flood,IA,Keokuk County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
3/9/2019,2019,3,Flood,NE,Logan County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
5/10/2019,2019,5,Flood,LA,Franklin Parish,FLOODING,4462,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
3/12/2019,2019,3,Flood,MN,Mahnomen County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
3/13/2019,2019,3,Flood,SD,Beadle County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/9/2019,2019,3,Flood,NE,Pierce County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/9/2019,2019,3,Flood,NE,Seward County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
2/24/2019,2019,2,Flood,IL,Calhoun County,SEVERE STORMS AND FLOODING,4461,"55,593",55.593,48.99818181818183,51.11272727272728,2.11454545454545
3/12/2019,2019,3,Flood,IA,Hamilton County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
3/9/2019,2019,3,Flood,NE,Winnebago Indian Reservation,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
2/19/2019,2019,2,Flood,TN,Dickson County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220",41.22,54.92,57.6,2.6799999999999997
2/24/2019,2019,2,Flood,IL,Scott County,SEVERE STORMS AND FLOODING,4461,"55,593",55.593,48.99818181818183,51.11272727272728,2.11454545454545
3/11/2019,2019,3,Flood,MO,Pike County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4435,"68,898",68.898,51.95636363636364,53.84363636363637,1.8872727272727303
3/12/2019,2019,3,Flood,MN,Steele County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
2/5/2019,2019,2,Flood,OH,Ross County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424,"40,953",40.953,47.60545454545454,50.77636363636363,3.1709090909090847
3/9/2019,2019,3,Flood,NE,Otoe County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/12/2019,2019,3,Flood,MN,Martin County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
3/12/2019,2019,3,Flood,MN,Grant County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
3/9/2019,2019,3,Flood,NE,Morrill County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
2/19/2019,2019,2,Flood,TN,Sevier County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220",41.22,54.92,57.6,2.6799999999999997
3/12/2019,2019,3,Flood,IA,Hancock County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
3/9/2019,2019,3,Flood,NE,Sarpy County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/13/2019,2019,3,Flood,SD,Minnehaha County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
5/21/2019,2019,5,Flood,SD,Sanborn County,SEVERE STORMS AND FLOODING,4463,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/13/2019,2019,3,Flood,SD,Sanborn County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
7/18/2019,2019,7,Flood,WI,Vernon County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459,"54,314",54.314,40.06545454545455,42.041818181818186,1.9763636363636365
3/9/2019,2019,3,Flood,NE,Scotts Bluff County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/12/2019,2019,3,Flood,IA,Davis County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
3/9/2019,2019,3,Flood,NE,Kimball County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/20/2019,2019,3,Flood,MT,Lake County,FLOODING,4437,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
3/9/2019,2019,3,Flood,NE,Frontier County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
2/19/2019,2019,2,Flood,TN,Anderson County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220",41.22,54.92,57.6,2.6799999999999997
3/20/2019,2019,3,Flood,MT,Valley County,FLOODING,4437,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
2/19/2019,2019,2,Flood,TN,Decatur County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220",41.22,54.92,57.6,2.6799999999999997
3/12/2019,2019,3,Flood,MN,Goodhue County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
6/23/2019,2019,6,Flood,AR,Madison County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4460,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
5/21/2019,2019,5,Flood,AR,Pope County,SEVERE STORMS AND FLOODING,3414,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
5/21/2019,2019,5,Flood,AR,Pope County,SEVERE STORMS AND FLOODING,4441,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
3/13/2019,2019,3,Flood,SD,Lincoln County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/9/2019,2019,3,Flood,NE,Holt County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/9/2019,2019,3,Flood,NE,Keya Paha County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/21/2019,2019,3,Flood,ND,Pembina County,FLOODING,4444,"68,994",68.994,37.78909090909091,38.44363636363636,0.654545454545449
2/19/2019,2019,2,Flood,TN,Unicoi County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220",41.22,54.92,57.6,2.6799999999999997
4/7/2019,2019,4,Flood,ID,Nez Perce Indian Reservation,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4443,"82,751",82.751,40.36363636363636,41.85636363636364,1.4927272727272793
2/19/2019,2019,2,Flood,TN,Morgan County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220",41.22,54.92,57.6,2.6799999999999997
3/21/2019,2019,3,Flood,ND,Barnes County,FLOODING,4444,"68,994",68.994,37.78909090909091,38.44363636363636,0.654545454545449
3/9/2019,2019,3,Flood,NE,Omaha Indian Reservation,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
2/19/2019,2019,2,Flood,TN,Scott County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220",41.22,54.92,57.6,2.6799999999999997
5/21/2019,2019,5,Flood,AR,Desha County,SEVERE STORMS AND FLOODING,3414,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
5/21/2019,2019,5,Flood,AR,Desha County,SEVERE STORMS AND FLOODING,4441,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
9/17/2019,2019,9,Flood,TX,Harris County,TROPICAL STORM IMELDA,4466,"261,914",261.914,62.785454545454535,65.07818181818182,2.2927272727272836
3/12/2019,2019,3,Flood,MN,Clay County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
5/21/2019,2019,5,Flood,AR,Faulkner County,SEVERE STORMS AND FLOODING,3414,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
5/21/2019,2019,5,Flood,AR,Faulkner County,SEVERE STORMS AND FLOODING,4441,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
2/24/2019,2019,2,Flood,IL,Monroe County,SEVERE STORMS AND FLOODING,4461,"55,593",55.593,48.99818181818183,51.11272727272728,2.11454545454545
3/12/2019,2019,3,Flood,IA,Ida County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
2/5/2019,2019,2,Flood,OH,Monroe County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424,"40,953",40.953,47.60545454545454,50.77636363636363,3.1709090909090847
3/12/2019,2019,3,Flood,IA,Jones County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
3/9/2019,2019,3,Flood,NE,Rock County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/12/2019,2019,3,Flood,IA,Shelby County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
3/12/2019,2019,3,Flood,IA,Boone County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
5/10/2019,2019,5,Flood,LA,Rapides Parish,FLOODING,3413,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
5/10/2019,2019,5,Flood,LA,Rapides Parish,FLOODING,4462,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
5/21/2019,2019,5,Flood,AR,Crawford County,SEVERE STORMS AND FLOODING,3414,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
5/21/2019,2019,5,Flood,AR,Crawford County,SEVERE STORMS AND FLOODING,4441,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
5/21/2019,2019,5,Flood,AR,Sebastian County,SEVERE STORMS AND FLOODING,3414,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
5/21/2019,2019,5,Flood,AR,Sebastian County,SEVERE STORMS AND FLOODING,4441,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
2/19/2019,2019,2,Flood,TN,Hamilton County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220",41.22,54.92,57.6,2.6799999999999997
3/12/2019,2019,3,Flood,MN,Red Lake Indian Reservation,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
3/13/2019,2019,3,Flood,IA,Sac and Fox Tribe of the Mississippi in Iowa,SEVERE STORMS AND FLOODING,4430,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
4/15/2019,2019,4,Flood,VT,Orange County,SEVERE STORMS AND FLOODING,4445,"9,249",9.249,38.94,42.1490909090909,3.2090909090909037
3/13/2019,2019,3,Flood,SD,Edmunds County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/12/2019,2019,3,Flood,IA,Kossuth County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
3/13/2019,2019,3,Flood,SD,Douglas County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/12/2019,2019,3,Flood,MN,Nobles County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
4/6/2019,2019,4,Flood,OR,Wheeler County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4452,"96,003",96.003,44.93272727272728,46.51090909090909,1.578181818181811
3/12/2019,2019,3,Flood,MN,Blue Earth County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
3/9/2019,2019,3,Flood,NE,Platte County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
4/7/2019,2019,4,Flood,ID,Latah County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4443,"82,751",82.751,40.36363636363636,41.85636363636364,1.4927272727272793
3/12/2019,2019,3,Flood,IA,Monona County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
2/5/2019,2019,2,Flood,OH,Washington County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424,"40,953",40.953,47.60545454545454,50.77636363636363,3.1709090909090847
3/9/2019,2019,3,Flood,NE,Arthur County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/9/2019,2019,3,Flood,NE,Howard County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/12/2019,2019,3,Flood,IA,Montgomery County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
3/13/2019,2019,3,Flood,SD,Hutchinson County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/9/2019,2019,3,Flood,NE,Sioux County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/12/2019,2019,3,Flood,IA,Fremont County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
3/12/2019,2019,3,Flood,MN,Red Lake County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
3/12/2019,2019,3,Flood,IA,Marshall County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
3/13/2019,2019,3,Flood,SD,Potter County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
5/21/2019,2019,5,Flood,AR,Yell County,SEVERE STORMS AND FLOODING,3414,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
5/21/2019,2019,5,Flood,AR,Yell County,SEVERE STORMS AND FLOODING,4441,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
3/13/2019,2019,3,Flood,SD,Oglala Lakota County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/12/2019,2019,3,Flood,IA,Adair County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
3/12/2019,2019,3,Flood,MN,Lac qui Parle County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
3/21/2019,2019,3,Flood,ND,Dickey County,FLOODING,4444,"68,994",68.994,37.78909090909091,38.44363636363636,0.654545454545449
3/12/2019,2019,3,Flood,MN,Le Sueur County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
2/24/2019,2019,2,Flood,IL,Jersey County,SEVERE STORMS AND FLOODING,4461,"55,593",55.593,48.99818181818183,51.11272727272728,2.11454545454545
3/13/2019,2019,3,Flood,SD,Perkins County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/12/2019,2019,3,Flood,MN,Traverse County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
5/21/2019,2019,5,Flood,SD,Union County,SEVERE STORMS AND FLOODING,4463,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/13/2019,2019,3,Flood,SD,Union County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
2/19/2019,2019,2,Flood,TN,Lawrence County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220",41.22,54.92,57.6,2.6799999999999997
2/5/2019,2019,2,Flood,OH,Brown County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424,"40,953",40.953,47.60545454545454,50.77636363636363,3.1709090909090847
5/21/2019,2019,5,Flood,SD,Hamlin County,SEVERE STORMS AND FLOODING,4463,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/13/2019,2019,3,Flood,SD,Hamlin County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/9/2019,2019,3,Flood,NE,Dixon County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/20/2019,2019,3,Flood,MT,Daniels County,FLOODING,4437,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
2/19/2019,2019,2,Flood,TN,Claiborne County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220",41.22,54.92,57.6,2.6799999999999997
3/12/2019,2019,3,Flood,IA,Bremer County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
5/21/2019,2019,5,Flood,SD,Todd County,SEVERE STORMS AND FLOODING,4463,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/13/2019,2019,3,Flood,SD,Todd County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
2/24/2019,2019,2,Flood,IL,Greene County,SEVERE STORMS AND FLOODING,4461,"55,593",55.593,48.99818181818183,51.11272727272728,2.11454545454545
3/9/2019,2019,3,Flood,NE,Buffalo County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/13/2019,2019,3,Flood,SD,Grant County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/12/2019,2019,3,Flood,MN,Ramsey County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
3/12/2019,2019,3,Flood,MN,Winona County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
3/13/2019,2019,3,Flood,SD,McPherson County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/9/2019,2019,3,Flood,NE,Cherry County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
5/21/2019,2019,5,Flood,SD,Butte County,SEVERE STORMS AND FLOODING,4463,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/12/2019,2019,3,Flood,MN,Brown County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
3/9/2019,2019,3,Flood,NE,Valley County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/12/2019,2019,3,Flood,MN,Upper Sioux Community Indian Reservation,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
2/5/2019,2019,2,Flood,OH,Lawrence County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424,"40,953",40.953,47.60545454545454,50.77636363636363,3.1709090909090847
3/9/2019,2019,3,Flood,NE,Madison County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/9/2019,2019,3,Flood,NE,Johnson County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/12/2019,2019,3,Flood,MN,Stevens County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
3/13/2019,2019,3,Flood,SD,Sully County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/9/2019,2019,3,Flood,NE,Hooker County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
5/21/2019,2019,5,Flood,AR,Arkansas County,SEVERE STORMS AND FLOODING,3414,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
5/21/2019,2019,5,Flood,AR,Arkansas County,SEVERE STORMS AND FLOODING,4441,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
7/18/2019,2019,7,Flood,WI,Portage County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459,"54,314",54.314,40.06545454545455,42.041818181818186,1.9763636363636365
3/13/2019,2019,3,Flood,SD,Jerauld County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
2/19/2019,2019,2,Flood,TN,Grainger County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220",41.22,54.92,57.6,2.6799999999999997
3/12/2019,2019,3,Flood,MN,Jackson County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
5/21/2019,2019,5,Flood,SD,Meade County,SEVERE STORMS AND FLOODING,4463,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
5/21/2019,2019,5,Flood,SD,Campbell County,SEVERE STORMS AND FLOODING,4463,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/13/2019,2019,3,Flood,SD,Campbell County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
3/12/2019,2019,3,Flood,IA,Sac County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
3/9/2019,2019,3,Flood,NE,Sac and Fox Indian Reservation Also KS,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/9/2019,2019,3,Flood,NE,Dodge County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/12/2019,2019,3,Flood,MN,Big Stone County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
6/29/2019,2019,6,Flood,WV,Preston County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4455,"24,087",24.087,48.65454545454545,51.78545454545455,3.1309090909090997
3/12/2019,2019,3,Flood,IA,Louisa County,SEVERE STORMS AND FLOODING,4421,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
3/9/2019,2019,3,Flood,NE,Sherman County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
2/19/2019,2019,2,Flood,TN,DeKalb County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220",41.22,54.92,57.6,2.6799999999999997
3/9/2019,2019,3,Flood,NE,Hall County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
3/9/2019,2019,3,Flood,NE,Butler County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
