date,year,month,category,state,county,title,fema_number,area(sq_miles),thousand_square_miles,first,last,change
8/29/2023,2023,8,Tropical Storm,SC,Allendale County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
9/15/2023,2023,9,Tropical Storm,ME,Cumberland County,HURRICANE LEE,3598,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
8/30/2023,2023,8,Tropical Storm,GA,Brooks County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/29/2023,2023,8,Tropical Storm,SC,Fairfield County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/29/2023,2023,8,Tropical Storm,SC,Spartanburg County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Suwannee County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Nassau County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
9/15/2023,2023,9,Tropical Storm,MA,Suffolk County,HURRICANE LEE,3599,"7,838",7.838,44.49090909090909,48.29454545454545,3.8036363636363575
8/27/2023,2023,8,Tropical Storm,FL,Gadsden County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/29/2023,2023,8,Tropical Storm,SC,Lexington County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/29/2023,2023,8,Tropical Storm,SC,Lancaster County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Leon County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,DeSoto County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/30/2023,2023,8,Tropical Storm,GA,Tift County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/29/2023,2023,8,Tropical Storm,SC,Calhoun County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
9/15/2023,2023,9,Tropical Storm,ME,Oxford County,HURRICANE LEE,3598,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
9/15/2023,2023,9,Tropical Storm,ME,Franklin County,HURRICANE LEE,3598,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
9/15/2023,2023,9,Tropical Storm,ME,Somerset County,HURRICANE LEE,3598,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
8/27/2023,2023,8,Tropical Storm,FL,Sumter County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
9/15/2023,2023,9,Tropical Storm,ME,Kennebec County,HURRICANE LEE,3598,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
8/27/2023,2023,8,Tropical Storm,FL,Marion County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/29/2023,2023,8,Tropical Storm,SC,Hampton County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Pinellas County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/30/2023,2023,8,Tropical Storm,GA,Jenkins County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/29/2023,2023,8,Tropical Storm,SC,Greenwood County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Baker County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Wakulla County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
9/15/2023,2023,9,Tropical Storm,ME,Sagadahoc County,HURRICANE LEE,3598,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
8/30/2023,2023,8,Tropical Storm,GA,Lanier County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/30/2023,2023,8,Tropical Storm,GA,Bulloch County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/27/2023,2023,8,Tropical Storm,FL,Pasco County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/30/2023,2023,8,Tropical Storm,GA,Echols County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/29/2023,2023,8,Tropical Storm,SC,Georgetown County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
9/15/2023,2023,9,Tropical Storm,MA,Franklin County,HURRICANE LEE,3599,"7,838",7.838,44.49090909090909,48.29454545454545,3.8036363636363575
8/29/2023,2023,8,Tropical Storm,SC,Clarendon County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Hamilton County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
9/15/2023,2023,9,Tropical Storm,MA,Plymouth County,HURRICANE LEE,3599,"7,838",7.838,44.49090909090909,48.29454545454545,3.8036363636363575
8/30/2023,2023,8,Tropical Storm,GA,Screven County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/29/2023,2023,8,Tropical Storm,SC,Abbeville County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Madison County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Orange County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
9/15/2023,2023,9,Tropical Storm,MA,Barnstable County,HURRICANE LEE,3599,"7,838",7.838,44.49090909090909,48.29454545454545,3.8036363636363575
8/27/2023,2023,8,Tropical Storm,FL,Alachua County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
9/15/2023,2023,9,Tropical Storm,ME,Knox County,HURRICANE LEE,3598,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
8/19/2023,2023,8,Tropical Storm,CA,Imperial County,TROPICAL STORM HILARY,4750,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
8/29/2023,2023,8,Tropical Storm,SC,Aiken County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/30/2023,2023,8,Tropical Storm,GA,Wayne County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/27/2023,2023,8,Tropical Storm,FL,Columbia County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Franklin County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Flagler County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/29/2023,2023,8,Tropical Storm,SC,Beaufort County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Volusia County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Osceola County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
9/15/2023,2023,9,Tropical Storm,ME,Lincoln County,HURRICANE LEE,3598,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
8/27/2023,2023,8,Tropical Storm,FL,Collier County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/29/2023,2023,8,Tropical Storm,SC,Marion County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Polk County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Hillsborough County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Seminole County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/29/2023,2023,8,Tropical Storm,SC,York County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/30/2023,2023,8,Tropical Storm,GA,Berrien County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
9/15/2023,2023,9,Tropical Storm,MA,Essex County,HURRICANE LEE,3599,"7,838",7.838,44.49090909090909,48.29454545454545,3.8036363636363575
9/15/2023,2023,9,Tropical Storm,ME,York County,HURRICANE LEE,3598,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
8/27/2023,2023,8,Tropical Storm,FL,Levy County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/30/2023,2023,8,Tropical Storm,GA,Montgomery County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/30/2023,2023,8,Tropical Storm,GA,Brantley County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/30/2023,2023,8,Tropical Storm,GA,Atkinson County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/27/2023,2023,8,Tropical Storm,FL,Gulf County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/29/2023,2023,8,Tropical Storm,SC,Lee County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/29/2023,2023,8,Tropical Storm,SC,Saluda County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/30/2023,2023,8,Tropical Storm,GA,Camden County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/29/2023,2023,8,Tropical Storm,SC,Williamsburg County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/29/2023,2023,8,Tropical Storm,SC,Jasper County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/30/2023,2023,8,Tropical Storm,GA,Pierce County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
9/15/2023,2023,9,Tropical Storm,ME,Waldo County,HURRICANE LEE,3598,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
9/15/2023,2023,9,Tropical Storm,MA,Nantucket County,HURRICANE LEE,3599,"7,838",7.838,44.49090909090909,48.29454545454545,3.8036363636363575
8/30/2023,2023,8,Tropical Storm,GA,Bacon County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/29/2023,2023,8,Tropical Storm,SC,Colleton County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Liberty County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
9/15/2023,2023,9,Tropical Storm,MA,Berkshire County,HURRICANE LEE,3599,"7,838",7.838,44.49090909090909,48.29454545454545,3.8036363636363575
8/29/2023,2023,8,Tropical Storm,SC,Laurens County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
9/15/2023,2023,9,Tropical Storm,ME,Hancock County,HURRICANE LEE,3598,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
8/27/2023,2023,8,Tropical Storm,FL,Sarasota County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
9/15/2023,2023,9,Tropical Storm,MA,Worcester County,HURRICANE LEE,3599,"7,838",7.838,44.49090909090909,48.29454545454545,3.8036363636363575
8/29/2023,2023,8,Tropical Storm,SC,Berkeley County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/29/2023,2023,8,Tropical Storm,SC,Oconee County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/29/2023,2023,8,Tropical Storm,SC,Newberry County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/30/2023,2023,8,Tropical Storm,GA,Burke County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/29/2023,2023,8,Tropical Storm,SC,Darlington County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/19/2023,2023,8,Tropical Storm,CA,Siskiyou County,TROPICAL STORM HILARY,4750,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
8/29/2023,2023,8,Tropical Storm,SC,Bamberg County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Lake County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,St. Johns County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/30/2023,2023,8,Tropical Storm,GA,Toombs County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/27/2023,2023,8,Tropical Storm,FL,Calhoun County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Citrus County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/29/2023,2023,8,Tropical Storm,SC,Anderson County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/29/2023,2023,8,Tropical Storm,SC,Florence County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/29/2023,2023,8,Tropical Storm,SC,Horry County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/30/2023,2023,8,Tropical Storm,GA,Emanuel County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/27/2023,2023,8,Tropical Storm,FL,Taylor County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Dixie County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Gilchrist County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/29/2023,2023,8,Tropical Storm,SC,Sumter County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Hardee County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/29/2023,2023,8,Tropical Storm,SC,McCormick County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Hernando County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/30/2023,2023,8,Tropical Storm,GA,Glynn County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/27/2023,2023,8,Tropical Storm,FL,Manatee County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Clay County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
9/15/2023,2023,9,Tropical Storm,ME,Aroostook County,HURRICANE LEE,3598,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
8/30/2023,2023,8,Tropical Storm,GA,Tattnall County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
9/15/2023,2023,9,Tropical Storm,MA,Middlesex County,HURRICANE LEE,3599,"7,838",7.838,44.49090909090909,48.29454545454545,3.8036363636363575
8/29/2023,2023,8,Tropical Storm,SC,Chester County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
9/15/2023,2023,9,Tropical Storm,MA,Bristol County,HURRICANE LEE,3599,"7,838",7.838,44.49090909090909,48.29454545454545,3.8036363636363575
8/29/2023,2023,8,Tropical Storm,SC,Orangeburg County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/29/2023,2023,8,Tropical Storm,SC,Charleston County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/30/2023,2023,8,Tropical Storm,GA,Jeff Davis County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/30/2023,2023,8,Tropical Storm,GA,Cook County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/29/2023,2023,8,Tropical Storm,SC,Chesterfield County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/30/2023,2023,8,Tropical Storm,GA,Treutlen County,HURRICANE IDALIA,4738,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/29/2023,2023,8,Tropical Storm,SC,Union County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Lee County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Jefferson County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/29/2023,2023,8,Tropical Storm,SC,Richland County,HURRICANE IDALIA,3597,"30,111",30.111,59.82727272727273,62.75090909090909,2.923636363636362
8/27/2023,2023,8,Tropical Storm,FL,Duval County,HURRICANE IDALIA,4734,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Bradford County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Brevard County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Lafayette County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Putnam County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Charlotte County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/19/2023,2023,8,Tropical Storm,CA,Agua Caliente Indian Reservation,TROPICAL STORM HILARY,4746,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
8/27/2023,2023,8,Tropical Storm,FL,Bay County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Union County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Suwannee County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Nassau County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Gadsden County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Leon County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,DeSoto County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Sumter County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Marion County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Pinellas County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Baker County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Wakulla County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Pasco County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Hamilton County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Madison County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Orange County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Alachua County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Columbia County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Franklin County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Flagler County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Volusia County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Osceola County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Collier County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Polk County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Hillsborough County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Seminole County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Levy County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Gulf County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Liberty County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Sarasota County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Lake County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,St. Johns County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Calhoun County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Citrus County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Taylor County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Dixie County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Gilchrist County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Hardee County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Hernando County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Manatee County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Clay County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Lee County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Jefferson County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/27/2023,2023,8,Tropical Storm,FL,Duval County,TROPICAL STORM IDALIA,3596,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
3/3/2023,2023,3,Severe Storm,KY,Johnson County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
